id,user_id,from_account,to_account,amount,currency,recipient_name,recipient_is_new,status,risk_score,created_at,_is_fraud
201,303,AL2283606875823067,AL0359775139086278,37.63,GBP,Ashley Eaton,False,ALLOWED,0.034,2026-05-19 04:46:04.014405,0
202,285,AL4636367443755010,AL5674835162688911,280.32,ALL,Larry Smith,False,ALLOWED,0.045,2026-01-29 17:40:52.015404,0
203,157,AL0059540608892127,AL5955631583882574,309.5,ALL,Krista Moore,False,REQUIRE_2FA,0.218,2025-10-22 11:12:45.015404,0
204,435,AL4346655921796434,AL8226618180777647,157.66,EUR,Bradley Miller,False,ALLOWED,0.117,2026-04-23 10:23:13.016467,0
205,250,AL2749559433871436,AL0558813210051117,259.79,ALL,Rachel Porter,False,ALLOWED,0.345,2026-01-04 14:37:35.016467,0
206,445,AL6102159242072568,AL5934070672633527,25.79,EUR,Lori Olson,True,REQUIRE_2FA,0.059,2025-07-01 00:04:52.017482,0
207,423,AL6881365415705959,AL7688245904227279,2830.97,ALL,Tyler Washington,False,ALLOWED,0.15,2025-11-14 23:05:46.017482,0
208,158,AL1062332762675594,AL7677944618763346,53.07,EUR,Brady Miller,False,ALLOWED,0.256,2026-03-06 06:03:42.017482,0
209,443,AL9071856762855305,AL6549896311931205,40.38,ALL,Jacob Ray,True,ALLOWED,0.172,2025-09-30 07:34:50.018481,0
210,412,AL5207510933639632,AL3584313119048911,57.13,ALL,Kevin Phillips,False,HELD,0.096,2025-07-29 23:44:53.018481,0
211,413,AL1700717119193791,AL7404409234877288,838.53,CHF,James Davis,True,ALLOWED,0.16,2025-08-11 09:27:06.019484,0
212,91,AL7128929971269842,AL8264178511455252,26.49,ALL,Christina Le,True,ALLOWED,0.312,2025-07-09 13:16:46.019484,0
213,177,AL8292619383740161,AL0055220631392821,1510.89,ALL,Pamela Murray,True,BLOCKED,0.678,2025-07-13 07:35:36.020484,1
214,389,AL1352213289300345,AL4002021906317979,420.75,EUR,Sean Dunn,False,ALLOWED,0.223,2025-07-06 11:28:46.020484,0
215,38,AL1606347485962745,AL0517697394393047,1136.35,ALL,Edward Alexander,False,ALLOWED,0.126,2025-10-20 19:59:07.021541,0
216,354,AL4860845960140171,AL1482903361262883,3358.44,ALL,Barbara Cook,False,ALLOWED,0.246,2025-08-02 13:31:32.021541,0
217,406,AL8894111953415470,AL4889573470705444,653.35,ALL,Susan Lloyd,False,ALLOWED,0.322,2025-12-23 11:44:53.022554,0
218,467,AL5269369801993556,AL8264178511455252,290.91,ALL,Mariah Holloway,False,ALLOWED,0.137,2025-06-20 11:45:33.022554,0
219,411,AL7918018796655528,AL5011905309087718,1031.07,ALL,Erin Duncan,False,ALLOWED,0.307,2025-10-05 09:03:46.023555,0
220,277,AL3378188116836932,AL3487686345076757,82.75,ALL,Cindy Anderson,False,BLOCKED,0.209,2026-03-07 20:12:39.023555,0
221,329,AL8716656956538476,AL5955631583882574,454.17,ALL,Anna Johnson,False,ALLOWED,0.32,2025-12-24 06:30:47.024555,0
222,493,AL0875531060175421,AL3592912308838788,313.5,EUR,Caitlin Smith,False,ALLOWED,0.345,2025-11-03 13:14:45.024555,0
223,317,AL7749250254964467,AL6881365415705959,72.12,ALL,Kimberly Williamson,True,ALLOWED,0.129,2026-04-22 03:23:25.025537,0
224,47,AL7045123698100512,AL0515564467834351,572.16,ALL,Andrea Bates,False,ALLOWED,0.253,2026-05-01 02:33:23.026540,0
225,314,AL8858348374226437,AL4124883359921731,768.25,GBP,Brittany Taylor,True,ALLOWED,0.029,2025-10-24 17:15:57.026540,0
226,397,AL5388573709551508,AL4173802254159124,0.65,ALL,Jeff Stephens,False,BLOCKED,0.89,2025-07-05 11:00:19.027604,1
227,472,AL0059079487286056,AL7677944618763346,285.98,EUR,Jennifer Rose,False,HELD,0.34,2025-10-09 05:26:59.027604,0
228,233,AL5645433960970759,AL0950112363722238,384.93,ALL,Matthew Martinez,False,ALLOWED,0.125,2026-04-01 05:46:14.028606,0
229,475,AL8426552718443464,AL6261439082066101,739.87,ALL,Claire Lewis,False,ALLOWED,0.128,2025-12-27 06:17:37.028606,0
230,460,AL6365262991791792,AL4366343000454923,455.57,ALL,Veronica Carpenter,False,ALLOWED,0.075,2025-06-23 09:00:07.029606,0
231,177,AL8292619383740161,AL4482303058499055,182.74,ALL,Jonathan Brown,False,ALLOWED,0.224,2026-03-30 08:47:05.029606,0
232,409,AL5597969658809687,AL9465638265503056,1911.77,ALL,Darlene Munoz,False,ALLOWED,0.129,2025-07-02 16:40:44.030605,0
233,458,AL5923479047082596,AL5241972666089999,209.3,USD,Frances Lee,False,ALLOWED,0.123,2026-03-30 10:16:04.030605,0
234,193,AL0646805845490888,AL4883256179853374,903.4,GBP,Richard Flores,False,ALLOWED,0.165,2026-04-10 18:03:36.031605,0
235,383,AL1042075944803728,AL9487066578539966,82.66,ALL,Savannah Greene,False,ALLOWED,0.189,2026-02-23 10:16:02.031605,0
236,411,AL7918018796655528,AL6182861715998453,864.38,EUR,Lauren Mendoza,False,ALLOWED,0.195,2026-04-17 17:02:34.032604,0
237,390,AL2459083769190864,AL8924087074528481,102.46,EUR,Robert Smith,False,ALLOWED,0.098,2025-07-17 22:02:11.032604,0
238,48,AL9149590073544907,AL1813681283270888,42.06,ALL,Abigail Jones,False,ALLOWED,0.147,2025-07-29 05:49:10.033632,0
239,72,AL0240349059891893,AL7263772642590985,51.56,ALL,Charles Smith,False,ALLOWED,0.25,2025-12-10 21:51:21.033666,0
240,43,AL5223529486327329,AL6161973400506315,191.69,CHF,Gregory Shields,False,ALLOWED,0.007,2025-08-15 09:17:25.033666,0
241,467,AL5269369801993556,AL1889277789401880,345.16,ALL,Andrew Morris,False,REQUIRE_2FA,0.045,2025-05-26 19:13:46.034668,0
242,424,AL3450442343955290,AL2328108923559404,162.57,USD,Melissa Nguyen,False,ALLOWED,0.244,2026-01-25 03:21:17.034668,0
243,255,AL2971020394042807,AL7185475539917039,4812.37,ALL,Kaitlyn Sandoval,True,ALLOWED,0.712,2025-09-09 18:28:49.035669,1
244,52,AL1221237387919693,AL5011905309087718,174.93,ALL,Tammy Webster,False,HELD,0.07,2025-12-25 22:00:52.035669,0
245,7,AL4764361506607470,AL7104564593454995,2731.33,GBP,Carlos Price,True,BLOCKED,0.76,2025-09-18 03:55:55.036667,1
246,498,AL4173802254159124,AL9091536784932356,68.07,ALL,James Nelson,False,ALLOWED,0.086,2026-03-07 10:06:38.036667,0
247,320,AL2174015131767032,AL3959508779192915,578.97,EUR,Jane Best,False,ALLOWED,0.187,2025-12-10 03:45:12.037666,0
248,337,AL0225025366982665,AL3074916154468381,812.24,EUR,Ronald Fitzgerald,False,HELD,0.123,2025-12-10 22:17:52.037666,0
249,363,AL0558813210051117,AL2971020394042807,161.37,USD,Rachel Zamora,False,ALLOWED,0.243,2025-12-17 04:17:41.038665,0
250,21,AL7497267378876273,AL5280757417643342,1348.27,EUR,Tracy Cisneros,False,ALLOWED,0.012,2026-04-04 08:51:06.038665,0
251,197,AL4379845475443564,AL0351207883595237,1146.41,EUR,Sarah Fisher,True,ALLOWED,0.693,2026-01-12 20:28:00.039731,1
252,246,AL4086020907558810,AL6817158018065388,4389.14,ALL,Kurt Hughes,False,ALLOWED,0.147,2025-12-30 12:12:11.039731,0
253,339,AL6723307549196267,AL1502345837972624,21.64,ALL,Michael Peters,False,ALLOWED,0.21,2026-03-11 04:52:02.040747,0
254,126,AL0815969333364743,AL9286916030486343,84.98,ALL,Grace Elliott,False,ALLOWED,0.004,2026-02-19 15:54:53.040747,0
255,337,AL0225025366982665,AL6161973400506315,1153.64,ALL,Adrian Johnson,False,ALLOWED,0.322,2026-05-06 06:30:56.041749,0
256,337,AL0225025366982665,AL8425896753448570,429.26,ALL,Lindsey Fleming,False,ALLOWED,0.112,2025-11-12 21:18:21.041749,0
257,134,AL5894158902408169,AL9827197698810924,178.94,GBP,Michael Parrish,False,ALLOWED,0.172,2025-11-22 20:53:06.042745,0
258,441,AL3684424862570722,AL8867461550573522,237.82,ALL,Evan Roberts MD,False,ALLOWED,0.001,2026-03-03 17:16:41.042745,0
259,74,AL1579382757752589,AL1508771763057003,187.13,ALL,Angela Osborne,False,ALLOWED,0.043,2026-05-12 09:20:03.043748,0
260,181,AL1152216025462673,AL9079727146462666,368.55,ALL,Nathaniel Rodriguez,True,ALLOWED,0.151,2025-12-16 18:09:52.043748,0
261,313,AL3129614141656422,AL2840952650746866,233.2,ALL,Kathy Williams,False,REQUIRE_2FA,0.101,2025-06-02 18:48:58.044805,0
262,190,AL6871587338051800,AL3696425360173454,561.16,ALL,Stephen Warren,True,ALLOWED,0.257,2025-06-28 04:22:55.044805,0
263,438,AL8205378939132963,AL9316710891999259,646.33,EUR,Tiffany Harvey,True,ALLOWED,0.104,2025-10-07 00:50:14.045807,0
264,455,AL5661522914427473,AL2053557565663273,466.39,ALL,Derek Allen,False,ALLOWED,0.172,2025-08-17 21:18:50.045807,0
265,27,AL6494119192036476,AL6596491912879763,161.83,CHF,Andrea Russo,False,ALLOWED,0.309,2025-07-15 21:45:47.045807,0
266,263,AL7690830611925210,AL4428699475476976,90.16,ALL,Craig Hopkins,False,ALLOWED,0.317,2025-11-22 21:35:07.046820,0
267,211,AL8888374889541655,AL7104564593454995,249.54,USD,Jackie Jackson,False,ALLOWED,0.261,2025-10-19 19:58:30.046820,0
268,95,AL0250885306576117,AL2477934303241789,337.35,ALL,Miguel Peters,False,ALLOWED,0.222,2026-02-19 10:59:42.047819,0
269,386,AL4830827750964877,AL9482632243231931,130.5,ALL,Candice Goodwin,False,ALLOWED,0.107,2025-11-23 22:07:14.047819,0
270,339,AL6723307549196267,AL5477814646631988,43.87,ALL,Jacob Pratt,False,HELD,0.083,2025-08-08 18:02:36.048819,0
271,116,AL9309627927756299,AL9938798636336553,228.5,EUR,John Fuentes,False,ALLOWED,0.172,2025-10-31 00:27:40.048819,0
272,220,AL2118159642019108,AL0255829482003903,39.63,USD,Brianna Jimenez,False,ALLOWED,0.339,2026-01-06 05:10:35.049889,0
273,108,AL6826000958008115,AL6772896986481589,12.02,EUR,Alexander Garcia,False,ALLOWED,0.223,2025-06-17 16:23:40.049889,0
274,308,AL9286916030486343,AL5188090463207043,160.54,ALL,Nicholas Petty,False,ALLOWED,0.2,2025-12-27 08:15:29.050905,0
275,358,AL3078138098116050,AL1738796513830256,1055.13,ALL,Ryan Smith,False,ALLOWED,0.128,2025-07-08 19:33:17.050905,0
276,372,AL1586214431159549,AL0900470223932111,1162.86,ALL,Michael Reyes,False,ALLOWED,0.094,2026-05-03 21:31:10.051904,0
277,71,AL2053329642880960,AL5575259551020484,42.61,ALL,Kaitlin Hale,False,ALLOWED,0.248,2025-12-25 02:52:00.051904,0
278,464,AL5238297852053199,AL3503519923151356,592.21,ALL,Zoe Lane,False,HELD,0.039,2025-09-30 06:10:06.052904,0
279,19,AL1702565891966067,AL8466375327218367,661.38,USD,Amy Wood,False,REQUIRE_2FA,0.265,2025-06-13 14:14:12.052904,0
280,166,AL0152645433655529,AL2840952650746866,1383.37,ALL,Matthew Lewis,False,ALLOWED,0.04,2025-06-04 03:41:34.052904,0
281,375,AL4742451119713418,AL2036733768989433,408.7,ALL,Frank Parker,False,ALLOWED,0.199,2026-01-06 01:14:28.053903,0
282,65,AL2036733768989433,AL0558813210051117,595.77,ALL,Katherine Rivera,False,BLOCKED,0.09,2025-09-26 00:52:24.053903,0
283,261,AL2193034639693636,AL1062332762675594,1.11,ALL,Caleb Garcia,True,BLOCKED,0.836,2026-02-19 22:51:54.054962,1
284,4,AL6550573603492249,AL8924087074528481,80.3,ALL,Paul Thompson,False,ALLOWED,0.335,2026-03-08 23:55:25.054962,0
285,395,AL7543609525815585,AL9309627927756299,1460.25,ALL,Alyssa Gray,False,ALLOWED,0.262,2026-02-04 12:57:16.055964,0
286,52,AL1221237387919693,AL2959968194720841,114.23,ALL,Andrea Jones,False,ALLOWED,0.208,2025-09-21 08:28:10.055964,0
287,8,AL5201944470024644,AL3699344075357068,1088.7,ALL,Dana Alvarez,False,REQUIRE_2FA,0.106,2025-11-03 02:46:18.056976,0
288,15,AL8045311833919951,AL2283606875823067,30.7,EUR,Carlos Turner,False,ALLOWED,0.204,2025-11-12 12:59:45.056976,0
289,470,AL1143903729799147,AL6161973400506315,57.9,ALL,Matthew Miles,False,ALLOWED,0.027,2026-02-17 13:05:59.057975,0
290,437,AL0475116453360437,AL0900470223932111,112.93,ALL,Mrs. Caroline Parker,False,REQUIRE_2FA,0.05,2025-08-17 08:49:50.057975,0
291,24,AL7810926900010869,AL5970325292519973,39.69,ALL,Holly Webb,False,ALLOWED,0.264,2026-03-16 11:03:56.058975,0
292,414,AL0693624761894358,AL5535445631241192,377.26,EUR,Wayne Harrison,True,ALLOWED,0.231,2026-05-19 02:08:25.058975,0
293,452,AL5588030362145702,AL5310360952919234,550.02,EUR,Autumn Freeman,False,ALLOWED,0.341,2025-05-25 20:45:04.060034,0
294,333,AL9653384711216652,AL2895350500559598,1.59,ALL,Ashley Cox,True,BLOCKED,0.979,2025-11-20 14:29:28.060034,1
295,375,AL4742451119713418,AL1143903729799147,325.48,CHF,Antonio Welch,False,ALLOWED,0.263,2025-08-14 08:47:40.061049,0
296,91,AL7128929971269842,AL5934520216038566,33.92,ALL,Steven Murphy,False,ALLOWED,0.221,2026-05-10 22:24:13.061049,0
297,232,AL3458925061061417,AL2510001620048302,3.92,ALL,Samantha Baker,False,HELD,0.271,2025-07-09 18:08:17.062034,0
298,143,AL0295923135837629,AL5579341643644421,816.75,ALL,Jeanne Joseph,False,REQUIRE_2FA,0.286,2025-10-25 12:44:53.062034,0
299,288,AL2344113978145443,AL1923565558387997,332.3,USD,Briana Medina,False,ALLOWED,0.037,2026-04-06 16:34:45.062034,0
300,257,AL9682956763668455,AL3527922174220462,1257.24,ALL,Carlos Rosales,False,ALLOWED,0.028,2026-03-11 04:31:51.063048,0
301,81,AL4774448323131070,AL7672449230198275,44.1,ALL,Alexander Fox,True,ALLOWED,0.017,2026-03-14 21:11:57.063048,0
302,91,AL7128929971269842,AL8858348374226437,22.33,ALL,Angela Allen,True,ALLOWED,0.333,2026-03-11 17:57:45.064051,0
303,341,AL5014669837083797,AL1152216025462673,1141.54,EUR,Stephen Gallagher,False,ALLOWED,0.273,2026-04-07 01:38:35.064051,0
304,291,AL7959129162343895,AL1152216025462673,154.49,ALL,Brent Harris,False,ALLOWED,0.267,2025-06-05 07:33:23.065103,0
305,30,AL1266153590947437,AL8087458720610946,523.99,ALL,Christina Miles,False,REQUIRE_2FA,0.266,2025-11-22 12:10:07.065103,0
306,73,AL5364448639897373,AL0059079487286056,91.35,ALL,Jesse Johnson,False,ALLOWED,0.273,2026-04-14 20:35:50.066121,0
307,131,AL2484037554256869,AL9465638265503056,45.7,EUR,Lauren Arellano,False,ALLOWED,0.218,2026-03-30 04:49:52.066121,0
308,410,AL3817993027163765,AL4337297131231047,3690.24,ALL,David Jones,False,ALLOWED,0.288,2025-07-05 11:46:42.066121,0
309,386,AL4830827750964877,AL5268427193370213,180.11,EUR,Hailey Johnson,False,ALLOWED,0.116,2025-10-23 15:39:33.067118,0
310,433,AL9865317064795543,AL8716656956538476,998.58,CHF,Megan Avila,False,BLOCKED,0.156,2026-03-21 08:40:37.067118,0
311,263,AL7690830611925210,AL4251864575899673,50.54,ALL,Julie Reyes,False,HELD,0.277,2025-08-04 23:15:08.068117,0
312,379,AL5618450852330988,AL3256902224808666,424.83,ALL,Ashley Ruiz,False,ALLOWED,0.095,2025-08-16 08:59:47.068117,0
313,235,AL1508771763057003,AL8007019474017053,154.68,ALL,Heather Turner,False,ALLOWED,0.181,2026-02-15 01:11:33.069119,0
314,346,AL6161973400506315,AL2335373431622796,1.02,ALL,Mike Cooper,True,BLOCKED,0.806,2026-03-19 19:01:22.069119,1
315,182,AL4002021906317979,AL8957972118523286,597.8,ALL,Donna Williams,False,ALLOWED,0.069,2025-05-24 23:56:50.070177,0
316,141,AL3592912308838788,AL8875240244092544,173.96,EUR,John Reyes,False,ALLOWED,0.292,2026-05-13 02:01:01.070177,0
317,11,AL8077320992010881,AL4198936422351748,315.15,ALL,David Nguyen,False,ALLOWED,0.059,2025-10-10 03:17:02.071196,0
318,339,AL6723307549196267,AL4931899984162469,20.43,EUR,Kathleen Cox,False,ALLOWED,0.242,2026-02-13 21:24:03.071196,0
319,424,AL3450442343955290,AL8485568150488235,139.73,CHF,Bradley Ramos,False,ALLOWED,0.146,2026-01-19 09:51:56.072192,0
320,192,AL2184965525695995,AL0455745869276505,383.03,EUR,Brian Warren,True,REQUIRE_2FA,0.189,2025-07-23 05:21:43.072192,0
321,488,AL0223946649207628,AL9066504826895364,146.63,USD,Robert Mills,False,ALLOWED,0.049,2025-11-09 11:35:36.073191,0
322,185,AL2510001620048302,AL9514753302629054,859.56,ALL,Jared Thompson,False,ALLOWED,0.179,2025-10-13 19:29:41.073191,0
323,110,AL6675827018466621,AL0000209913765966,721.62,ALL,Anthony Ray,True,ALLOWED,0.281,2026-03-19 14:05:27.073191,0
324,321,AL3292797711777450,AL1738796513830256,69.57,ALL,Ann Peterson,True,ALLOWED,0.199,2025-08-02 16:34:51.074191,0
325,217,AL8867461550573522,AL5512329346765982,1289.66,EUR,Karen Moore,False,ALLOWED,0.189,2026-01-29 15:18:08.074191,0
326,340,AL0435994614669499,AL1514310591428492,216.18,EUR,Debbie Collier,False,ALLOWED,0.009,2025-05-29 22:10:32.075244,0
327,413,AL1700717119193791,AL2510001620048302,1359.33,ALL,Steven Jenkins,False,ALLOWED,0.266,2025-06-19 06:30:41.075244,0
328,479,AL4498701466213799,AL1640412871858735,269.51,ALL,Toni Gibson,False,ALLOWED,0.064,2025-12-26 07:56:21.076263,0
329,295,AL7725926181243160,AL3450442343955290,181.59,EUR,Emma Sanchez,False,ALLOWED,0.019,2025-09-30 01:54:51.076263,0
330,80,AL9237152191068175,AL8768195427960473,1.77,ALL,Dakota Walton,True,BLOCKED,0.923,2026-01-01 02:33:03.077259,1
331,273,AL3964002275959537,AL5281876842194839,313.12,ALL,Jeremy Brown,False,ALLOWED,0.098,2025-05-28 15:43:04.077259,0
332,171,AL4746528779205342,AL0061596514838721,270.28,EUR,Jorge Williams,False,ALLOWED,0.101,2025-08-09 23:04:54.078259,0
333,262,AL3525145546522697,AL3631544492250155,527.96,ALL,Dustin Wong,False,ALLOWED,0.05,2026-03-06 17:36:03.078259,0
334,26,AL7413071395457268,AL5736828336652098,3590.55,USD,Monica Hoffman,False,REQUIRE_2FA,0.017,2026-02-08 15:00:18.079257,0
335,359,AL8875240244092544,AL2993253940103388,436.16,ALL,Kyle Bennett,False,ALLOWED,0.261,2025-08-03 15:20:10.079257,0
336,336,AL7877822547017833,AL6161973400506315,929.14,ALL,Breanna Stewart,False,REQUIRE_2FA,0.329,2025-09-01 18:26:33.080312,0
337,444,AL7414851194630463,AL5674835162688911,198.65,ALL,Samantha Torres,False,ALLOWED,0.067,2025-09-24 07:27:49.080312,0
338,23,AL0359775139086278,AL9895576424017810,94.85,EUR,Tiffany Mcintyre,False,ALLOWED,0.195,2025-08-29 12:00:31.081331,0
339,430,AL3126851974593016,AL2053329642880960,58.85,GBP,Alexander Hart,False,ALLOWED,0.037,2025-12-21 07:26:55.081331,0
340,200,AL5688153759461913,AL8716818187171592,224.47,ALL,Melissa Warner,False,ALLOWED,0.286,2025-07-29 11:38:14.081331,0
341,163,AL7684004291821214,AL5913097247952666,111.05,ALL,Thomas Kelly,False,ALLOWED,0.314,2025-12-24 03:36:51.082327,0
342,58,AL4695351069850942,AL9895576424017810,575.84,EUR,Brandon Wallace,False,ALLOWED,0.192,2025-06-30 23:10:59.082327,0
343,94,AL8626212210954924,AL3336640920546802,51.09,ALL,Justin Lozano,False,ALLOWED,0.026,2025-08-11 10:50:13.083326,0
344,95,AL0250885306576117,AL4428699475476976,757.46,ALL,Bridget Pennington,False,HELD,0.012,2026-03-26 10:54:31.083326,0
345,358,AL3078138098116050,AL0872372466912952,535.46,CHF,David Knapp,False,ALLOWED,0.184,2025-07-27 22:17:52.084326,0
346,19,AL1702565891966067,AL4628188179538512,601.38,ALL,John Thompson,False,ALLOWED,0.105,2026-05-05 19:33:14.084326,0
347,206,AL5782696112179557,AL4718216761134921,54.26,GBP,Terry Fowler,False,REQUIRE_2FA,0.069,2025-09-18 07:01:24.085396,0
348,476,AL6143407400565778,AL2174015131767032,351.16,GBP,Nathan Garcia,True,ALLOWED,0.163,2025-12-03 21:55:57.085396,0
349,326,AL6873836500199490,AL4892611386421211,2123.16,ALL,Jesse Santiago,False,ALLOWED,0.001,2025-06-19 03:01:26.086399,0
350,85,AL7677944618763346,AL2701086793755640,229.13,ALL,William Freeman,False,ALLOWED,0.176,2026-03-29 17:47:18.086399,0
351,55,AL3584313119048911,AL8513635636313408,235.67,EUR,Alexis Duncan,False,ALLOWED,0.303,2026-03-14 02:55:36.087398,0
352,90,AL8181314728669439,AL4548054268500463,62.53,ALL,Debra Conner,False,ALLOWED,0.27,2025-06-28 18:10:38.087398,0
353,261,AL2193034639693636,AL3129614141656422,68.25,ALL,Keith Anderson,False,ALLOWED,0.313,2026-02-11 19:25:28.088397,0
354,494,AL1506013674137073,AL4957400228886564,241.25,USD,Shawn Benjamin,False,ALLOWED,0.06,2025-10-30 10:46:21.088397,0
355,212,AL9456591792247977,AL0517697394393047,307.9,EUR,Tyler Santana,False,ALLOWED,0.087,2026-03-27 03:30:12.089396,0
356,110,AL6675827018466621,AL7413071395457268,368.95,ALL,Tracey Preston,False,ALLOWED,0.133,2026-03-03 03:39:16.089396,0
357,281,AL8962924852036721,AL3964002275959537,128.26,USD,Frances Cook,False,HELD,0.302,2025-06-07 23:01:30.090452,0
358,274,AL5020667136880408,AL4227816437274078,457.22,ALL,Jennifer Holder,False,ALLOWED,0.1,2025-11-19 04:02:58.090452,0
359,302,AL6883031519629741,AL8894111953415470,176.74,ALL,Gwendolyn Keller,False,ALLOWED,0.051,2025-10-11 18:40:32.091454,0
360,122,AL8730940994700261,AL4742451119713418,565.41,ALL,Christina Wilson,False,ALLOWED,0.249,2025-06-24 20:58:30.091454,0
361,234,AL3547957584349610,AL2993253940103388,79.97,CHF,Mark Haney,False,REQUIRE_2FA,0.151,2025-10-23 08:46:35.092453,0
362,154,AL2328108923559404,AL0788569647585800,1688.23,EUR,Ashley Sanchez,False,ALLOWED,0.149,2025-09-08 23:06:06.092453,0
363,350,AL3152886667493066,AL8152171660175192,725.96,ALL,Mark Romero,False,ALLOWED,0.174,2025-12-15 21:02:32.093453,0
364,215,AL3569195193660263,AL4124883359921731,716.2,GBP,Alexander Ellis,False,ALLOWED,0.219,2026-03-28 14:05:52.093453,0
365,109,AL6182861715998453,AL1089206585770171,2300.17,EUR,Austin Little,True,ALLOWED,0.194,2025-09-02 18:21:19.094452,0
366,474,AL7168148018179444,AL5688153759461913,394.83,USD,Kelly Wilcox,False,ALLOWED,0.049,2025-09-02 12:28:50.094452,0
367,325,AL9878769349321258,AL9210977260653764,1807.88,ALL,Dustin Shaw,False,ALLOWED,0.008,2026-05-15 20:21:05.095452,0
368,82,AL9025031901115392,AL3527922174220462,1369.34,ALL,Felicia Wilson MD,False,REQUIRE_2FA,0.126,2026-04-28 01:40:47.095452,0
369,59,AL5579341643644421,AL6220078151478939,635.23,ALL,Stephanie Bush,False,ALLOWED,0.191,2025-09-18 14:22:50.095452,0
370,445,AL6102159242072568,AL0247325020545638,16.2,ALL,Zoe Olson,False,ALLOWED,0.155,2025-06-08 03:36:21.096503,0
371,221,AL4251864575899673,AL4498701466213799,669.17,ALL,Nathan Hernandez,False,HELD,0.309,2026-04-16 15:15:45.096503,0
372,4,AL6550573603492249,AL0032503496834489,2373.47,EUR,Oscar Alvarado,False,BLOCKED,0.975,2025-06-13 19:06:59.097505,1
373,139,AL8500448575366716,AL0241183557728384,1199.68,EUR,Lisa Castillo,False,ALLOWED,0.221,2025-07-31 08:50:16.097505,0
374,390,AL2459083769190864,AL8205378939132963,161.6,ALL,Linda Salazar,False,ALLOWED,0.228,2025-09-08 04:51:48.098505,0
375,480,AL9465638265503056,AL7276536999253998,107.98,ALL,Jasmine Camacho,False,ALLOWED,0.272,2026-02-17 07:33:19.098505,0
376,345,AL1576638018011015,AL4831301077647195,101.93,ALL,Nicole Ware,False,ALLOWED,0.141,2026-02-23 17:23:54.099504,0
377,249,AL5351871552172526,AL3503519923151356,792.68,EUR,Joseph Shelton,False,ALLOWED,0.198,2025-12-16 10:16:07.099504,0
