id,name,email,password_hash,role,home_country,home_city,trust_score,average_transaction_amount,account_number,balance,created_at,updated_at
418,Travis Sanders,dana22@example.com,5978ee44ca4264a26ba9e40b680f3a877ce9231bcbc391c7ba737bdf5efaa566,CUSTOMER,AL,Elbasan,83.8,331.2,AL7499942088508256,240.32,2025-01-18 23:36:25.471867,2025-02-16 23:36:25.471867
419,Robert Murphy DDS,garciapaul@example.com,4a84d1069f1f99637414a7405b5a8015eb466bf2e156e8f52d73c136e7378734,CUSTOMER,GR,Athens,78.5,675.93,AL2745714042922012,119.26,2025-11-30 01:04:55.473866,2026-05-26 01:04:55.473866
420,Joan Russell,gperry@example.com,67c0840ed17c800088761f3e22ec33984d9c0fb30fd5ee4cd9956023021f2b27,CUSTOMER,MK,Skopje,75.7,220.94,AL5800975955287277,396.77,2024-09-01 07:28:36.474866,2024-09-20 07:28:36.474866
421,Jessica Owen,thompsonregina@example.org,1ea5e9bce10b7bd31318324c120cbb45cc40b01d6a340ed9334f33cd39ab942f,CUSTOMER,IT,Rome,63.4,996.85,AL1264174169513599,256.36,2026-01-06 03:59:28.476989,2026-04-30 03:59:28.476989
422,Austin Perkins,josephparker@example.org,977294312b9d92e7435df6b00a3491ef1083055b919d529a9dfdd4fe1342449d,CUSTOMER,FR,Marseille,50.0,216.71,AL9387887717076763,443.83,2025-01-24 14:13:27.477991,2025-04-07 14:13:27.477991
423,Jerry Taylor,levinerhonda@example.org,52189cec1e550b1b9ce849c6fc60eb6ac9bc00451d4fd9195aede586a88ec0c4,CUSTOMER,AL,Vlorë,68.1,2286.99,AL6881365415705959,1169.29,2025-10-06 14:09:30.478989,2026-02-19 14:09:30.478989
424,Mark Hughes,eburch@example.org,f72541052ca87135b56b5014662f3ed309ce8e1fb3a0ed7174fc1278bc7d70e3,CUSTOMER,AL,Durrës,72.1,152.05,AL3450442343955290,1402.23,2025-11-25 03:51:50.479987,2026-03-15 03:51:50.479987
425,Nicole Campbell,pgraham@example.com,94c07607a5ad2de7f15ee1facb88f8c62a5471900ba89d7582a77a62cba52060,ADMIN,AL,Elbasan,79.2,125.69,AL2701086793755640,1070.98,2025-12-13 04:23:28.480989,2026-04-05 04:23:28.480989
426,Michele Perez,dcurtis@example.net,17050544a78d455fbad3e0cf351fc072a233fc4801c651e88f1586e9e0da6a2b,CUSTOMER,AL,Tirana,87.3,79.49,AL5167530664775084,21148.91,2024-11-26 10:31:10.481988,2025-04-09 10:31:10.481988
427,Michelle Vasquez,kirkcarolyn@example.com,609a559274c7360c9779c3e67f8aceeaf89e29f258a3398b9086f2bd9214a1a1,CUSTOMER,AL,Durrës,89.4,1215.92,AL6773916170236023,8571.47,2026-01-25 15:13:47.481988,2026-05-27 15:13:47.481988
428,Danielle Beasley,fischerpatricia@example.com,2b2bac7cb5f0d65c93902935ca322c8591f7879566f5cc86857f008b2cbdad52,ANALYST,US,Chicago,73.3,262.05,AL5934520216038566,8299.72,2025-05-02 20:41:06.483065,2025-06-30 20:41:06.483065
429,Cory Pierce,vjones@example.org,67afaa7c9e509d5dbadc79b0360281219ce4de1e0a1b68c572be6d755b24de71,CUSTOMER,FR,Bordeaux,88.8,557.93,AL1104029890661949,860.54,2024-08-13 16:52:08.484066,2024-09-08 16:52:08.484066
430,Brian Mcdonald,kaufmandeborah@example.com,db5186fb11e82f262f975265e78d93868abc6fc369bbf095d70dce963e8066a8,CUSTOMER,AL,Elbasan,74.5,45.49,AL3126851974593016,118.87,2024-06-27 04:03:25.484066,2025-01-12 04:03:25.484066
431,Richard Miller,fwhitehead@example.com,f07676979759eb5dd8995fcec2813a5179a813062148adfdac4847c832a68a58,CUSTOMER,AL,Elbasan,80.1,7082.31,AL5754450919054548,164.74,2024-06-29 15:26:14.485066,2024-11-13 15:26:14.485066
432,Darrell Johnson,sbrown@example.org,ccf02b9122c83ceca3a4ed769b97283b1e32a2fdb3e18a680482b65fd3eb489d,CUSTOMER,AL,Durrës,92.6,472.97,AL4883256179853374,1296.05,2024-10-25 02:09:06.486064,2024-11-15 02:09:06.486064
433,Christina Schmitt,smithbrianna@example.com,af7e9ddb8de95816a81c8d30f0b0205099d729bc6b0d3455e640984c710b3b43,CUSTOMER,AL,Vlorë,55.5,1000.52,AL9865317064795543,671.8,2025-05-11 03:30:57.487065,2025-10-02 03:30:57.487065
434,Kenneth Castro,anthony19@example.net,8a105af39ee03f7e1421a0caf603883c651c9417969a3729bf99a125a5bbd3a2,CUSTOMER,AL,Elbasan,61.2,122.73,AL7688245904227279,1928.71,2024-07-21 15:06:30.487065,2024-12-23 15:06:30.487065
435,Blake Martin,ebrown@example.com,e78a63b7e62108ba9739b2dc74f003215b193d93ec89d2406e4b98ced8ad35f8,CUSTOMER,DE,Hamburg,92.2,114.79,AL4346655921796434,800.0,2025-02-22 22:37:39.488165,2025-04-16 22:37:39.488165
436,David Vega,jenniferramos@example.net,cd20ca8d349a63dd508c4e93a80e0cb5aa6c2b9f28e5344bd4d258c29e4c7e1c,CUSTOMER,RS,Niš,66.8,191.44,AL4366343000454923,329.76,2025-10-19 08:36:17.490166,2025-12-07 08:36:17.490166
437,Joseph Charles,mfriedman@example.net,d7d211bbc345dedeff8605ef98fd2c326402eec247591d17505fc015b43daf5b,CUSTOMER,AL,Vlorë,77.3,96.77,AL0475116453360437,499.0,2024-05-29 11:05:54.491164,2024-07-20 11:05:54.491164
438,Zachary Singleton,rachel30@example.com,5903da72e7398851310600ed845ed18596360bce7023cf338c78ae066d320c77,CUSTOMER,AL,Vlorë,82.5,405.47,AL8205378939132963,599.51,2025-11-09 01:48:25.492164,2025-12-09 01:48:25.492164
439,Peggy Porter,ycabrera@example.net,66e4c42b682e4bfcfee38ab2c85fef3950a0ae5842a577877ac8f87802d51f51,CUSTOMER,AL,Vlorë,86.6,45.97,AL0455745869276505,1972.33,2026-04-22 04:08:30.493163,2026-04-23 04:08:30.493163
440,April Brady,ianderson@example.com,4176c1055261f42818a5d6226fe1fee58341871dd6d8018ea48e954172b6c85a,CUSTOMER,US,Chicago,90.7,92.82,AL1502345837972624,1060.36,2025-10-03 15:12:49.494162,2026-02-06 15:12:49.494162
441,Gina Gordon,janet87@example.net,e42d7591159f313903b21044f536373fedea387a925f5db228eeda48c6e1a1d1,ANALYST,FR,Paris,73.4,238.99,AL3684424862570722,1025.32,2024-10-17 11:17:25.494231,2025-04-18 11:17:25.494231
442,Joseph Hubbard,lmiller@example.net,4eb8bd90fd7e29120ee69aa6f46112703897a4391b5af019dde456ed9a7717ed,CUSTOMER,AL,Tirana,65.7,66.73,AL5818486170288030,6437.84,2025-11-18 00:32:34.495231,2026-01-11 00:32:34.495231
443,Jeffrey Walters,jlawrence@example.net,7e88f5faf00e3b33fab79eec0f60986e4044dea2e792fdf1bf77a97b409bc9de,CUSTOMER,US,Los Angeles,52.8,38.32,AL9071856762855305,696.05,2024-12-25 05:35:03.497236,2025-03-07 05:35:03.497236
444,Kerry Miller,joshuavillanueva@example.net,8ddad0f8c5e2d089def5e2e00857003cc78a96d1c70a2c62e09ea185a510dcfa,CUSTOMER,AL,Elbasan,69.7,154.81,AL7414851194630463,8618.85,2024-06-11 03:35:14.498249,2024-10-09 03:35:14.498249
445,Ashley Burke,samuelli@example.org,f6d0a9168c4703b7faf144faafc387a197b98c3871ef640a1558681aaa0fac02,CUSTOMER,AL,Tirana,30.5,25.52,AL6102159242072568,486.1,2024-12-08 04:14:15.502393,2025-06-08 04:14:15.502393
446,Stephen Baker,jody85@example.org,6f7b7f26190bb60c7c84ebb2cd6932c408c0f8ad4fb5b959e2ff16d0ae3ae980,CUSTOMER,AL,Elbasan,78.1,106.33,AL0618407743091856,712.91,2025-05-19 16:50:58.503392,2025-10-04 16:50:58.503392
447,Michael Williams,bakerjesse@example.org,80661e440532364b7f0f60dac08dee0e60bece37379c0ec41432e5142d772efe,ANALYST,AL,Shkodër,81.8,212.0,AL5912401377006372,6432.02,2026-03-19 15:28:19.504393,2026-05-11 15:28:19.504393
448,James Lane,benjamin53@example.com,7a3fd24e379e95b814c151912af771056c9158e97e0edeb4733122b16c256ba3,CUSTOMER,IT,Naples,76.3,132.54,AL5107983337679365,193.31,2024-12-14 19:45:57.505489,2025-06-22 19:45:57.505489
449,Megan Bonilla,rickypatterson@example.net,60fd93d4520f35307db7cd03b59c21186c28446434c58af068040a9f63550d90,CUSTOMER,DE,Hamburg,90.2,939.37,AL9979785089345663,262.76,2024-12-21 16:43:09.506489,2025-06-27 16:43:09.506489
450,Nicole Green,lvaldez@example.org,baa6e12604fde9554fe33affeb5971a53ebdf75160c437ae7c196d4133b73585,CUSTOMER,TR,Istanbul,81.9,75.73,AL5707126031272020,390.33,2025-03-15 23:19:08.507489,2025-07-17 23:19:08.507489
451,Jerry Mills,paulnewman@example.com,21309fe77eff983814fa65ffa953a0e1b8aac3cc825893f7e02e640d600b14e8,CUSTOMER,AL,Vlorë,75.5,1168.37,AL4996662800688633,1035.78,2026-04-14 21:47:25.508489,2026-07-06 21:47:25.508489
452,Rebecca Payne,stacyjames@example.org,b28375ff6fa14f778e77f8608f0d6dd3d76b83c19c796e2814c9433ba12dc345,CUSTOMER,GR,Patras,81.0,328.53,AL5588030362145702,770.93,2026-02-08 18:01:25.510487,2026-07-13 18:01:25.510487
453,Brooke Diaz,tracy13@example.org,63a57850135bb7ca046b0a9b94b818141edab9b8b0bf811ab1affbaa816927d6,ANALYST,US,Miami,76.8,3230.08,AL6772896986481589,9545.22,2025-06-10 01:35:38.511570,2025-08-15 01:35:38.511570
454,Maria Young,heathermarshall@example.net,a31719fdc6f364a969d107f05ae08214cedaa5c0a0c29ba4da33ebb20e4143e2,CUSTOMER,AL,Tirana,90.6,783.83,AL8924087074528481,2901.93,2024-08-26 08:10:21.512571,2024-12-21 08:10:21.512571
455,Amber Cain,bradleymelanie@example.com,a2804d5670d3c9b9355037e0caf950037ac653ac8c2c45529c3e182bfe94835b,CUSTOMER,FR,Nice,71.7,428.62,AL5661522914427473,2512.17,2025-12-19 09:42:38.514587,2026-02-23 09:42:38.514587
456,William Pratt PhD,kerrandrew@example.net,ba0625c0ed83c9a922fa5e546772924535004b7e5d5599a3af77aaac5c1a824a,CUSTOMER,DE,Frankfurt,85.1,50.68,AL4049028510458844,7099.57,2024-06-18 15:12:43.515568,2024-12-21 15:12:43.515568
457,Stephanie Davis,victorcastillo@example.net,5679f16e0a3786ac1689a80ee798858c4aea9e8db32f4d641cbf559bbcb00c45,CUSTOMER,FR,Bordeaux,67.1,32.1,AL7905053387580612,4066.95,2024-06-25 12:35:27.516567,2024-10-28 12:35:27.516567
458,Sarah Lee,timothyfriedman@example.org,291d44705d6ceda75662d114505aabeea8178fb3e3e00c44472c52afa040a2a7,CUSTOMER,GR,Athens,73.6,193.63,AL5923479047082596,435.14,2024-11-09 23:00:51.517645,2025-05-25 23:00:51.517645
459,Brian Gonzales,qbrown@example.org,8adee5c9a6db3c35d9a945440198006a333bd359f6f79508150f277770c0b53d,CUSTOMER,DE,Berlin,84.6,46.56,AL2113701289400840,501.7,2025-11-25 17:52:19.518646,2026-02-02 17:52:19.518646
460,Michael Gonzalez,birdkendra@example.com,157c7537b25832ad0c6e306086293bfb815d5edb2c44d078a14ebbd5287a31b1,CUSTOMER,GR,Athens,62.3,487.78,AL6365262991791792,88.91,2025-06-10 15:09:00.519644,2025-10-04 15:09:00.519644
461,Patrick Andrade,prattnancy@example.com,167f44d31ffc6a360fc9e93a74acc7e76c600bbaab31b0290058519980cf46f3,CUSTOMER,AL,Elbasan,95.9,35.97,AL4476269496990818,958.52,2024-07-05 09:16:40.520644,2024-07-18 09:16:40.520644
462,Rebecca Crawford,stephennavarro@example.net,3eaab31f2651f19b1e1a5bb5c1fe981ef2e2b2bdc156cb4eeff9c0391f2af378,CUSTOMER,DE,Frankfurt,63.0,311.28,AL3766592921880552,3024.01,2025-07-03 12:47:11.521644,2025-10-15 12:47:11.521644
463,Kevin Harris,gherrera@example.com,5e9fc458dbe53727a94412a21bcb7d5f47a039a174323f2369de9ad4a85beb6c,CUSTOMER,MK,Bitola,77.0,17.62,AL5512329346765982,900.61,2025-10-21 11:50:12.522644,2026-04-06 11:50:12.522644
464,Jordan Garrett,amiller@example.org,a09034e57b345278004fdc909bcab9ccb751ac2c6ab86e5eedcfd4141ebfeb0b,CUSTOMER,FR,Nice,74.8,612.11,AL5238297852053199,1763.18,2024-06-16 20:10:50.522644,2024-08-29 20:10:50.522644
465,Jeremy Leonard,uward@example.com,e5bd4db34baf9bbc92ed4c119472bf7aff30ece58e9da496da0f3b1939c17682,CUSTOMER,IT,Florence,88.5,121.31,AL7672449230198275,829.17,2024-09-09 07:08:10.523642,2025-03-26 07:08:10.523642
466,Colleen Sanchez,jamesparker@example.org,d30ee571bb93126dc451db6cb3bcbc048059a8bd7853c1a620a5cd2de3f2a5b2,CUSTOMER,AL,Elbasan,86.3,31.95,AL6220078151478939,4525.25,2025-08-06 16:19:10.523714,2026-01-09 16:19:10.523714
467,Allison Olson,lleonard@example.com,4e1a3b1220958fa82b40888b06abea7c766890ec42b06c7eb8c261f35af59837,CUSTOMER,GR,Thessaloniki,70.3,316.66,AL5269369801993556,49.32,2025-06-22 01:35:23.524715,2025-12-16 01:35:23.524715
468,Dana Jordan,marcus99@example.org,61de81cf64a8468f172294059206869146e83ac81a5be612a5eae2836d1fba2c,CUSTOMER,GR,Thessaloniki,46.2,7.57,AL3005311876806725,262.26,2026-03-12 17:12:19.524715,2026-08-12 17:12:19.524715
469,Brian Little,dakota11@example.org,05a7ee40528ea2a38af5b9bd0dce419d0ca1e54912719db1d02480bf6e9f577e,CUSTOMER,AL,Elbasan,70.4,469.98,AL6783843139778263,2767.5,2025-02-20 06:08:55.525714,2025-08-09 06:08:55.525714
470,Jeremy Moody,timothy41@example.com,529a10e9e246d3fe745c812caaccbe911ea29e676be58638572c0a1c246575e1,CUSTOMER,GR,Thessaloniki,84.6,74.61,AL1143903729799147,156.52,2024-11-15 20:11:46.525714,2024-11-16 20:11:46.525714
471,Michael Harris,tbrown@example.org,507d3c7a5e2c8fb33f87c2244c1c99938296175fbfedc87d31abc5264cb3e4e5,CUSTOMER,AL,Durrës,41.0,189.34,AL5477814646631988,3300.29,2026-01-09 18:03:54.526713,2026-03-14 18:03:54.526713
472,Jordan Hicks,zrodriguez@example.com,be0d748decce81dd840719ac1f527cdfbb9305f6b070184e5dbef95f34493b43,CUSTOMER,AL,Elbasan,86.0,585.58,AL0059079487286056,390.84,2026-04-01 08:25:56.526713,2026-09-08 08:25:56.526713
473,Valerie Bond,william85@example.com,c1a6cc19fa5bc0ac97800a10f61daedfc8035e301e875978497cbe06bf923edd,CUSTOMER,AL,Elbasan,47.5,190.17,AL0447412536935825,1034.35,2025-09-26 01:10:56.527712,2026-02-21 01:10:56.527712
474,Kevin Johnson,adam65@example.com,992bf3eac58d3ae5719c49b244d9d9577c3e33b0501c8235c0acd6bb356140aa,CUSTOMER,AL,Shkodër,86.3,523.88,AL7168148018179444,3163.99,2026-01-14 12:05:59.527712,2026-03-29 12:05:59.527712
475,David Salazar,kevans@example.org,65d0362af4ae5b876d9ebe9049796348d7cc4369be640e156bc15ee86a64004e,CUSTOMER,RS,Novi Sad,91.0,891.34,AL8426552718443464,1553.66,2025-07-05 23:12:38.528711,2025-08-27 23:12:38.528711
476,John Wagner,baileyrichard@example.com,b9a8a6d2c7009b2d8e9600c29f77b9d7beaf343aaad240053dd5700cbc3b2e46,CUSTOMER,AL,Tirana,46.2,470.97,AL6143407400565778,232.78,2026-02-06 06:56:30.528711,2026-08-21 06:56:30.528711
477,David Cooper,acook@example.net,6a999d3fa93d76fa6e7a4fe863f766921a26b7cc0e87eddccaa7fc61f54c2412,CUSTOMER,AL,Tirana,69.6,380.58,AL8866961536622028,2023.39,2025-09-26 13:54:36.529711,2026-03-30 13:54:36.529711
478,Michael Lopez,annette06@example.org,2960ce5581e715aa57fc63bbf7d245911840f7d8ae0f7a376701ff9d009ae199,CUSTOMER,AL,Durrës,85.6,667.88,AL5575259551020484,1233.37,2024-08-31 08:08:51.530856,2025-01-07 08:08:51.530856
479,Timothy Cabrera,mchang@example.com,c038a15afa75b66c366ba0014a0f41d06ed5cd2377083a4fc42c875d119fb817,CUSTOMER,GB,Manchester,62.8,171.51,AL4498701466213799,7811.99,2025-01-02 18:58:25.532869,2025-07-14 18:58:25.532869
480,Zachary Ramirez,millerdaniel@example.org,345788304e79accf93ba1fd488519a8bff11c6f28081a6ee8a27e0e36d7a1724,CUSTOMER,RS,Belgrade,71.8,200.31,AL9465638265503056,8151.97,2026-01-06 01:14:02.533857,2026-04-20 01:14:02.533857
481,Jay Chung,nicholsstephen@example.net,7ec44a5937b5b792454140f4c32da2e256f484ef82d20ab577c59b6787867b65,CUSTOMER,AL,Shkodër,72.9,162.3,AL0288108158753768,837.33,2025-04-29 13:58:42.534856,2025-09-29 13:58:42.534856
482,Christopher Shelton,olopez@example.net,b7674e15287b62b822639fa198b9c817c68c06b98abc50efc3605755932b8199,CUSTOMER,US,Houston,73.5,73.15,AL5011905309087718,446.83,2026-03-09 17:13:46.535855,2026-07-06 17:13:46.535855
483,David Patterson,pcontreras@example.org,93bed22f5aea6e162451a1958f8a65269b24a31a5f1b8bcb53762c8040944631,CUSTOMER,AL,Vlorë,84.1,356.92,AL2953056921950146,22541.41,2025-10-07 07:07:34.535855,2026-03-03 07:07:34.535855
484,Melissa Harris,bakerheidi@example.com,08a147d23598c3b29081158463eedfa7778f627e8a0705770c754b11d74e15ca,CUSTOMER,AL,Vlorë,62.0,205.97,AL6409199076281297,966.01,2024-06-14 18:28:36.536928,2024-07-06 18:28:36.536928
485,Glen Edwards,chasebell@example.net,2c392baabcfb56ab70819801df8e3a06fe20479f077eae944f02c187fe2ef700,CUSTOMER,AL,Shkodër,36.4,218.02,AL9776363627572781,3855.61,2024-08-28 23:50:35.536928,2025-02-18 23:50:35.536928
486,Kristina Cox,tiffany06@example.com,aa2ad31666d9906a4fc0bee91694b3a4c85c4bb05d75ab86f991caebdf04f621,CUSTOMER,AL,Shkodër,18.3,13.94,AL8948617367998544,2159.42,2024-11-23 04:47:40.537929,2025-06-01 04:47:40.537929
487,Matthew Holt,kristenyork@example.org,01177e193e3223b84bf5d7f32ffd86efb1e69d0d28d5c592881c70593ffc3b4c,CUSTOMER,AL,Vlorë,72.5,285.1,AL5853412454960550,11483.38,2025-09-19 19:57:57.538929,2025-11-29 19:57:57.538929
488,Susan Norris,lisa21@example.org,ba2e4d9839bc662e24c3c99eba69e90bfc8ccc2c7183544187988e7689fe38e4,CUSTOMER,AL,Shkodër,85.0,158.85,AL0223946649207628,1435.61,2025-06-07 13:24:45.538929,2025-07-09 13:24:45.538929
489,Christina Foster,jennifer21@example.net,75b9c09501febda272925ba62a4a2a1f103fea92b046a8e4dd5600a91a6686cd,CUSTOMER,FR,Nice,55.2,279.2,AL8709161166638083,625.77,2025-07-28 13:07:58.539929,2025-09-17 13:07:58.539929
490,Michael Tucker,munozdana@example.net,3adbdd17d3f26f06ce21446808b4c1d73645a634139cd0a84e9d33c7e631f769,CUSTOMER,TR,Bursa,76.3,229.28,AL2730510125920132,959.91,2025-07-09 07:37:19.539929,2025-09-11 07:37:19.539929
491,Kathy Hernandez,brooksmonique@example.org,1e67caf11a723323b06e4dab6c2dac2861c339cf884b686a358c69aebfde8bfe,CUSTOMER,FR,Bordeaux,75.7,1216.41,AL2332116405843232,3344.63,2024-08-25 15:22:51.540928,2024-11-01 15:22:51.540928
492,Lori Gonzales,jacquelinelawrence@example.com,22372bd4d99a85a4a6b7ec516b242d8c5ead8072cfb31dbca7fa399ef4ac03b8,CUSTOMER,AL,Tirana,88.6,388.77,AL3694131470726876,1491.77,2024-07-15 12:58:58.540928,2024-11-30 12:58:58.540928
493,Natalie Torres,hfranklin@example.net,4a0afe0047879e825c3be969ddcb6112e297a0d740614badec1777fef7294262,CUSTOMER,DE,Munich,86.2,312.26,AL0875531060175421,23884.87,2024-10-30 08:10:01.541928,2025-02-13 08:10:01.541928
494,Nicholas Cooke,andersonruth@example.com,069f092eeafbecbb88ba6d1a254c9576c4f812a983b14ff9c4aa46a3282de4ba,CUSTOMER,AL,Vlorë,41.6,149.06,AL1506013674137073,680.18,2025-12-28 09:38:10.542995,2025-12-28 09:38:10.542995
495,Jared Holt,jasonwhite@example.net,ae0de1494b2d295cc60066fbd6e48e2b633ba5bb5123ca0973c6f71515272466,CUSTOMER,AL,Shkodër,55.8,156.93,AL6549896311931205,1012.55,2024-09-13 00:52:13.542995,2025-02-08 00:52:13.542995
496,Chad Watson,donnanewman@example.net,56b51bb89cdbbb89fd7eb178536b95657d03e473ceacee0c9a8c381ff01db5e5,CUSTOMER,GB,Leeds,75.0,476.94,AL6617785746678077,10206.2,2025-05-21 19:12:45.543996,2025-09-07 19:12:45.543996
497,Jessica Henry,cory19@example.com,b59f933df779fde57fd1e461f9b83863f67533770cb28b54ae2cecbda578fb30,CUSTOMER,AL,Tirana,67.8,136.96,AL2195018216837417,5739.8,2025-05-14 00:47:43.543996,2025-06-03 00:47:43.543996
498,Maria Rosales,iunderwood@example.com,751e406445197b7387e180efb0c647aa219b1742f30a627dcbc6be904937feb7,CUSTOMER,AL,Vlorë,63.6,57.39,AL4173802254159124,13496.03,2025-03-23 13:37:26.544996,2025-08-15 13:37:26.544996
499,Vicki Hill,jacksonmichael@example.net,d636f36eabb561f0721f6b6934332f3e78a40a7c4def9467aa8025827ab73117,CUSTOMER,DE,Munich,65.1,350.06,AL5535445631241192,1134.12,2025-12-20 22:06:10.544996,2026-07-02 22:06:10.544996
500,Michael Harmon,ramoslinda@example.net,6b6235d42ea9636c3ece0024a4711db4a66dbc2f178b04d9a8b4db3b072ffcab,CUSTOMER,GB,Manchester,84.2,173.95,AL9350959335857277,1265.73,2025-11-25 08:50:11.545995,2026-05-23 08:50:11.545995
